Temeroso;2023-11-09 20:36:13.801574;1699583773.8015828
Temeroso;2023-11-09 20:36:14.633150;1699583774.6331584
Temeroso;2023-11-09 20:36:16.300515;1699583776.3005247
Sorprendido;2023-11-09 20:36:16.336465;1699583776.3364766
Sorprendido;2023-11-09 20:36:16.368129;1699583776.3681383
Temeroso;2023-11-09 20:36:16.436354;1699583776.4363642
Sorprendido;2023-11-09 20:36:16.468721;1699583776.4687288
Sorprendido;2023-11-09 20:36:16.568068;1699583776.5680766
Sorprendido;2023-11-09 20:36:16.600707;1699583776.600715
Sorprendido;2023-11-09 20:36:16.668775;1699583776.6687832
Sorprendido;2023-11-09 20:36:16.700369;1699583776.7003772
Sorprendido;2023-11-09 20:36:16.739389;1699583776.7394009
Temeroso;2023-11-09 20:36:16.800832;1699583776.8008401
Temeroso;2023-11-09 20:36:16.869207;1699583776.8692155
Sorprendido;2023-11-09 20:36:16.901379;1699583776.901387
Temeroso;2023-11-09 20:36:16.936812;1699583776.9368212
Temeroso;2023-11-09 20:36:16.968373;1699583776.968382
Sorprendido;2023-11-09 20:36:17.000867;1699583777.000875
Temeroso;2023-11-09 20:36:17.036606;1699583777.0366132
Temeroso;2023-11-09 20:36:17.068454;1699583777.0684621
Temeroso;2023-11-09 20:36:17.100281;1699583777.10029
Temeroso;2023-11-09 20:36:17.136760;1699583777.1367707
Temeroso;2023-11-09 20:36:17.168474;1699583777.1684818
Temeroso;2023-11-09 20:36:17.200388;1699583777.2003965
Temeroso;2023-11-09 20:36:17.237187;1699583777.2371953
Temeroso;2023-11-09 20:36:17.268585;1699583777.2685928
Temeroso;2023-11-09 20:36:17.300459;1699583777.3004684
Feliz;2023-11-09 20:36:17.336643;1699583777.3366532
Temeroso;2023-11-09 20:36:17.376940;1699583777.376954
Feliz;2023-11-09 20:36:17.402691;1699583777.402699
Temeroso;2023-11-09 20:36:17.436302;1699583777.4363232
Temeroso;2023-11-09 20:36:17.470096;1699583777.4701061
Feliz;2023-11-09 20:36:17.500708;1699583777.5007176
Temeroso;2023-11-09 20:36:17.536972;1699583777.5369806
Feliz;2023-11-09 20:36:17.568738;1699583777.5687473
Feliz;2023-11-09 20:36:17.600609;1699583777.6006172
Temeroso;2023-11-09 20:36:17.639756;1699583777.639765
Temeroso;2023-11-09 20:36:17.669097;1699583777.6691058
Temeroso;2023-11-09 20:36:21.306515;1699583781.3065248
Temeroso;2023-11-09 20:36:21.336594;1699583781.336602
Enojado;2023-11-09 20:36:21.368567;1699583781.368576
Temeroso;2023-11-09 20:36:21.404429;1699583781.404438
Sorprendido;2023-11-09 20:36:21.436071;1699583781.4360933
Temeroso;2023-11-09 20:36:21.606036;1699583781.6060462
Sorprendido;2023-11-09 20:36:21.704954;1699583781.7049637
Temeroso;2023-11-09 20:36:21.737385;1699583781.7373936
Temeroso;2023-11-09 20:36:21.769181;1699583781.7691898
Temeroso;2023-11-09 20:36:21.804955;1699583781.8049634
Temeroso;2023-11-09 20:36:21.836861;1699583781.8368695
Temeroso;2023-11-09 20:36:21.869475;1699583781.8694832
Sorprendido;2023-11-09 20:36:21.905268;1699583781.9052768
Temeroso;2023-11-09 20:36:21.936949;1699583781.936957
Sorprendido;2023-11-09 20:36:21.968909;1699583781.9689167
Sorprendido;2023-11-09 20:36:22.036691;1699583782.0366995
Sorprendido;2023-11-09 20:36:22.068923;1699583782.068931
Temeroso;2023-11-09 20:36:22.136970;1699583782.1369784
Sorprendido;2023-11-09 20:36:22.169275;1699583782.1692848
Sorprendido;2023-11-09 20:36:22.205354;1699583782.205365
Sorprendido;2023-11-09 20:36:22.268657;1699583782.2686663
Sorprendido;2023-11-09 20:36:22.305547;1699583782.305555
Sorprendido;2023-11-09 20:36:22.336870;1699583782.3368788
Sorprendido;2023-11-09 20:36:22.369159;1699583782.3691695
Sorprendido;2023-11-09 20:36:22.405158;1699583782.4051669
Sorprendido;2023-11-09 20:36:22.469036;1699583782.4690444
Sorprendido;2023-11-09 20:36:22.504982;1699583782.504992
Temeroso;2023-11-09 20:36:22.568711;1699583782.5687194
Temeroso;2023-11-09 20:36:22.604524;1699583782.6045337
Temeroso;2023-11-09 20:36:22.636992;1699583782.637002
Temeroso;2023-11-09 20:36:22.670219;1699583782.670228
Temeroso;2023-11-09 20:36:22.737144;1699583782.7371523
Temeroso;2023-11-09 20:36:22.769607;1699583782.7696168
Temeroso;2023-11-09 20:36:22.804880;1699583782.8048882
Temeroso;2023-11-09 20:36:22.836884;1699583782.8368924
Feliz;2023-11-09 20:36:22.869338;1699583782.8693464
Feliz;2023-11-09 20:36:22.904640;1699583782.9046485
Feliz;2023-11-09 20:36:22.936658;1699583782.9366658
Feliz;2023-11-09 20:36:22.969594;1699583782.9696019
Feliz;2023-11-09 20:36:23.005360;1699583783.0053706
